text_id,text
T1527,Vezető beosztást nem kapott többé
T1528,Nagy területre kiterjedő szórványtelepülés volt
T1529,Sok kritika érte a szintetizátor használata miatt
T1530,Emeli a gégét és a garatot
T1531,Német- és angol nyelvtudással bír
T1532,Jövőbeni fennmaradása és terjedése csak jelenlegi termőhelyén várható
T1533,Mint csaknem minden rágcsáló a hutia is társas állat
T1534,A lemezen gitározott és basszusgitározott
T1535,Holló Józsefet egy zenekari próbán fedezték fel maguknak
T1536,A Compagnie de Fives-Lille villamos gyárának tervezési osztályán kapott állást
T1537,Könyvei több néven is jelentek már meg
T1538,A golf másik fő formája a match play
T1539,Ennek ellenére életük végéig jó barátságban maradtak egymással
T1540,A hőmérséklet az energia rendezetlen mozgásként tárolt formája
T1541,Magyarország a lehetséges legerősebb felállásával vett részt az olimpián
T1542,Tanítványai nagy sikereket értek el hazai és nemzetközi gyermekrajz-pályázatokon
T1543,Az utóbbiak nagy részét szőlőültetvényekkel telepítették be
T1544,Egy időben középkori plébániatemploma után Sveta Sofijának nevezték
T1545,Az Andok-hegységben Kolumbia és Ecuador területén honos
T1546,A történet maga amolyan sötét tévedések vígjátéka
T1547,Fiatalként Chicagóban imádta az elektronikát és a kémiát
T1548,A földön elfekvő fügekaktuszok közé tartozik
T1549,Az előkelő bázeli Merian család tagja
T1550,Politikai elemzők szerint a Vajdaság a kulcsa Szerbia európai integrációjához
T1551,Ezen napi kettő nemzetközi személyszállító vonat közlekedik
T1552,A vért némi piros tintával helyettesítik
T1553,A film az egyik legnagyobb kasszasiker volt a maga idejében
T1554,Egyes archaizmusokat az idősebb nemzedékek használnak
T1555,A forgatókönyvet Clea DuVall írta
T1556,A közeli tengerparti strandok a turisták által kedveltek
T1557,A község területén jelentős régészeti lelőhelyeket tártak fel
T1558,Az időnként elárasztott területeket kedveli
T1559,Tervezője nem ismert
T1560,A vonal ibériai nyomtávolsággal épült
T1561,A tájház és a tárgyi örökség megőrzése együttesen szükséges
T1562,A páncélzatát szürkésbarna szőr borítja
T1563,Magyar falu Torna várm
T1564,Ferdinánd nápolyi király parancsára
T1565,Nyugati kapuját gazdag kőfaragás díszíti
T1566,A leggyorsabb kört Michael Schumacher futotta
T1567,A tündér vetélytársa volt a szomszéd hegyekben élő Nimfának
T1568,A Nagy Lajos Gimnáziumban érettségizett
T1569,Visszavonulása után Franciaországban lett edző
T1570,Polgári foglalkozása pénzügyi tervező
T1571,A londoni egyezmény rendelkezéseivel voltaképpen minden győztes elégedetlen volt
T1572,Baráti kapcsolatokat ápolt Telli Haszan boszniai pasával
T1573,Gimnáziumi évei alatt irodalmárnak készült
T1574,Nyelvismeretei a fordítások felé terelték
T1575,Székhelye Andorra la Vellában volt
T1576,Hivatali elfoglaltsága mellett gazdag irodalmi tevékenységet fejtett ki
T1577,A dal segített Chaka Khan visszatérésében is
T1578,A vallásuk bonyolult és sok istent számlál
T1579,Május elején rendezik meg a Batta Dem fesztivált
T1580,Irányát és tárgyait tekintve Eötvös Károlyhoz hasonlították
T1581,Tantermei jól felszereltek
T1582,Ott ismerkedett meg későbbi feleségével is
T1583,Felesége unszolására kezdett írni
T1584,A lemezt az Island Records jelentette meg
T1585,Autodidakta módon tanult
T1586,Engedély és csónak kölcsönzés a helyszínen
T1587,Greshamben található a Mount Hood Közösségi Főiskola
T1588,Négy magyarországi versenyző volt egy versenyszámban
T1589,A még meglévő hálózatok hossza fokozatosan csökkent
T1590,A kanadai kislemezlista élére került a dal
T1591,A földön keresgéli magvakból álló táplálékát
T1592,Számos díjat nyert Belgiumban és külföldön egyaránt
T1593,Több big beat együttesben játszott
T1594,Nyugdíjas éveire Erdélyben maradt
T1595,Ezt kívánta megteremteni a Pragmatica sanctioval
T1596,Ehhez a program több kapcsolót biztosított
T1597,Eredeti asszír neve Nohadra volt
T1598,Az Erdélybe behatoló románok itt találkoztak az első komolyabb ellenállással
T1599,További feltárása nagy munka lenne
T1600,Mindkét alakítását kedvezően fogadták
T1601,Magyarország nem szerzett érmet a kontinenstornán
T1602,Jelenleg a Leicester City kapusa
T1603,Egy bajnoki címet és két norvég kupát nyert a csapattal
T1604,Fejlődése alapvetően két család gazdasági tevékenységéhez kapcsolódik
T1605,Ettől az évtől technikai igazgató lett a szövetségben betöltött posztja
T1606,Lakott itt Liszt Ferenc is
T1607,A szoftver jelenleg erősen fejlesztés alatt áll
T1608,Az egyemeletes épület homlokzatán fülkében barokk Madonna-szobor látható
T1609,A cél a szerelem és az élethosszig tartó boldogság megtalálása
T1610,Azóta a pusztaszabolcsi önkormányzat üzemelteti
T1611,Ma csak alapfalai látszanak
T1612,A másodikat Nagy Stanleyként emlegetik a sziget lakói
T1613,A forgási állandók mértékegysége a mérés típusától függ
T1614,Az üzemanyagtartály a törzsben kapott helyet
T1615,Tizennyolc éves korától helyet kapott az Államtanácsban
T1616,Francia nyelven folyik az oktatás
T1617,Több filmes és televíziós produkció rendszeres szereplője
T1618,Mindhárom csapatnak sikerült legalább két gólt szereznie
T1619,Schumacher már fiatal korában részt vett különböző gokart versenyeken
T1620,A szonda feladata volt a Mars felszínének fényképezése
T1621,A Nagy-korallzátonyon sokfelé megtalálható
T1622,Magyar csapat nem vett részt a versenyen
T1623,Alig maradt meg belőle néhány épület
T1624,Felügyelt rájuk az öreg bölcs
T1625,Az aranyérmet a svájci Madeleine Chamot-Berthod nyerte meg
T1626,Tápláléka magvak és gerinctelenek
T1627,Magyarországi állásai mellett több alkalommal volt vendégprofesszor Németországban
T1628,Szokványos helyzete ágaskodó
T1629,A Jézusnak volt-e szakálla
T1630,Három katlanból áll
T1631,A szabályos testek konvexek
T1632,Rumiko és Tony kapcsolata hullámzó volt
T1633,Az Antarktisz kivételével valamennyi kontinensen elterjedt
T1634,A levelei átellenesen ülnek
T1635,Legszebb ezek közül a három szilmaril volt
T1636,A teológiát Budapesten a Központi Papnevelő Intézet növendékeként végezte
T1637,Mint képviselő a mérsékelt köztársaság híve volt
T1638,A dalhoz három videóklipet forgattak
T1639,Helpfau-Uttendorf Felső-Ausztria Innviertel régiójában fekszik a Mattig folyó bal partján
T1640,A Franciaországhoz tartozó Korzika szigetén honos
T1641,Kézai tudósításának egyes állításait más források is megerősítik
T1642,Ezen időszakban Kadhafi-párti tüntetések is zajlottak a téren
T1643,A magyarországi romák csoportjai eltérnek egymástól anyanyelvük szerint
T1644,Az országos ismertséget a televízió biztosította számára
T1645,Ez a szerep nagy ismertséget hozott a számára
T1646,A konvergenciával azonban nem foglalkozunk
T1647,A fájdalomcsillapítás nem összetévesztendő az érzéstelenítéssel
T1648,Beckert majd lelövi Addison
T1649,Végül egy kompromisszumos kiáltványt fogadott el a Konferencia
T1650,Ekkor betegsége miatt lemondott tisztségéről és visszavonult
T1651,Talán ezért is lett halála után az ő védőszentjük
T1652,Így az egyenes vevő hibái kiküszöbölhetők
T1653,Az összejövetelek zsolozsmával kezdődnek
T1654,A játék üres táblával kezdődik
T1655,Williams soha nem bocsátott meg szüleinek
T1656,Később Haynald Lajos érseknek lett az udvari orvosa
T1657,A magyar közgazdasági társaság főtitkára
T1658,Az épületek védelme mögött megkezdődött a három hétig tartó harc
T1659,A település ekkor Zemplén vármegyéhez tartozott
T1660,Az Amerikai Egyesült Államok középső részének déli területein honos
T1661,Ezek szokatlan módon a hátsó lökhárítóba lettek beépítve
T1662,Több filmjében is a legjobb izraeli színészekkel forgatott együtt
T1663,A piros-fehérekkel egyszeres kupagyőztes
T1664,Szeptembertől novemberig költ
T1665,A középiskola elvégzése után a hadseregben szolgált négy évet
T1666,A Budapesti Tudományegyetemen jog- és államtudományból doktorált
T1667,A korszakban minden területnek lehetett egy kastélya
T1668,Az első bizonyosan tőlük származó emlékek a Dzsemdet Naszr-korban keletkeztek
T1669,Szólóénekesi diplomáját is itt szerezte
T1670,Ufa legfontosabb felsőoktatási intézménye a Baskír Állami Egyetem
T1671,Az autó belsejében is végeztek kisebb módosításokat
T1672,Sajnos nem nyertünk semmit
T1673,Abban az évben világbajnoki bronzérmes lett
T1674,Már ebben az időszakban is közkedvelt volt
T1675,Ott ezen eredmények nem voltak kimutathatóak
T1676,Ezután kezdett filmekben szerepelni
T1677,A nőstény a tápnövény ágainak végére helyezi el petéit
T1678,Ebben a csillagok meghódításáról ír
T1679,Kivívta a maga alkotói függetlenségét
T1680,Jelenleg a walesi élvonal tagja
T1681,Élőben néha Dream Theater társaságában adták elő
T1682,A környék régészeti lelőhelyei
T1683,Legtöbbjük a Komi Köztársaságban és a Permi határterületen él
T1684,Ez volt Franciaország negyedik győzelme
T1685,A zenét az évek során rengeteg együttes dolgozta már fel
T1686,A család a Gutkeled nemzetségből származik
T1687,A lengyelek a csoport utolsó helyén végeztek
T1688,Írói munkásságára jellemzőek Vörösmartyval váltott levelei
T1689,Maga a Riemann-hipotézis a matematika egyik legfontosabb sejtése
T1690,A lapot Stieglitz saját vagyonából finanszírozta
T1691,A központi vezérlés két elektronika szekrényben van elhelyezve
T1692,A szarvasmarha az első háziasított fajok egyike
T1693,Szakmai fordítást és szakmai fordítás lektorálását is végzett
T1694,Egyre több egész estés filmet forgatnak
T1695,Kassán és Rozsnyón tevékenykedik
T1696,Központi épületei az Indóház téren állnak
T1697,Itt van a híres Szilícium-völgy
T1698,Jó erdő és rét
T1699,Bécsben készült alkotásai alapján a dunai iskola egyik elindítójának tartják
T1700,Neve előtagjától a helységnévrendezéskor megfosztották
T1701,Velük három albumot adott ki
T1702,Alkohol és drogproblémákkal küzdött
T1703,A kifejlett példányok a tavasz elején párzanak
T1704,Ulászló magyar király választásán és koronázásán sem
T1705,Később kidolgozta a szívritmus-szabályozó elvi alapjait
T1706,A terület az őskortól lakott
T1707,Több színváltozata is ismert
T1708,Angela és Pablo pedig mindent filmre akarnak venni
T1709,Kevesen ismerik az ez által okozott problémákat
T1710,Kisebb a csatolás a síkbeli cisz-pozíció esetén
T1711,Minden évben több ezer embert vonz a tópartra
T1712,Első beosztása klinikai asszisztens az Mt
T1713,Kőbányájához német munkások települtek be
T1714,Eurázsiában és Észak-Amerikában honos
T1715,Itt találkozott a munkásmozgalommal
T1716,A római és bizánci időkben szerepe háttérbe szorult
T1717,Korlátozták az Olaszországból beutazást
T1718,Pápán beállt bonyhádi Perczel Mór seregébe
T1719,A földrajzi körülmények határozták meg lakóinak hagyományos gazdálkodását
T1720,A Bár-Kalán-nemzetség ősi fészke a mai Csongrád vármegye területe volt
T1721,Rendezője Luc Besson
T1722,Édesapja még gyerekkorában meghalt
T1723,Ugyanakkor ennek sincsen semmi akadálya
T1724,Építése idejéről nem történik említés
T1725,Ennek következtében nagyon kemény meccset játszott
T1726,A koponya rövid volt és hátul kiszélesedett
T1727,A terület a Duna hajdani árterét foglalja magába
T1728,A szigettel együtt a Velencei Köztársaság fennhatósága alá tartozott
T1729,Több mint harminc kötetet fordított le
T1730,Az iskola tanulóinak többsége szociális hátrányokkal érkezik
T1731,Néhány évet töltött Le Havre-ben
T1732,A gyerekekkel rendszerint meglehetősen türelmes
T1733,Általános majd középiskolai tanulmányait Pristinában végezte
T1734,Idős emberek szerint akkor lehettek ötszázan is a faluban
T1735,A Williamsnél Nigel Mansell helyettesítette Coulthardot
T1736,Hawaii-n és a Bermuda-szigeteken is meghonosították
T1737,Részt vett a varsói felkelésben
T1738,A másik poszter egy tengerparti jelenet fekete-fehér képét ábrázolta
T1739,Sándor skót király fölött
T1740,Az osztály ezt követően másfél évig üzemeltette a típust
T1741,Roberta ambiciózus és egyre magasabbra tör
T1742,Jelenleg Szamarkand régió második legnagyobb városa
T1743,Visszatért a sportágba Niki Lauda egy McLaren volánja mögött
T1744,A Fazekas Mihály Fővárosi Gyakorló Gimnáziumban érettségizett
T1745,Különösen mint gyermekorvos volt ismert
T1746,A klub székhelye Potsdam és hazai mérkőzéseiket a Karl-Liebknecht-Stadionban játsszák
T1747,Kilenc nappal később őt is bíróság elé állították
T1748,Hirtelen sötét felhők jelennek meg és hevesen esni kezd
T1749,A klasszikus formák kedvelője
T1750,Megélhetését üzletemberként teremtette meg
T1751,Ez például a románban gyakori
T1752,Ipari Szakmunkásképző Intézetben kollégiumi nevelőtanári beosztásban dolgozott
T1753,Sírja fölé tíz évvel később díszes emléket emelt a kegyelet
T1754,Számos dokumentum- és játékfilmet készített a Magyar Televíziónak is
T1755,Manapság már nehéz tisztán hagyományos zouk videókat találni
T1756,A kereskedelem következtében gazdaggá váló település gazdag építészeti örökséggel büszkélkedhetett
T1757,Ezt a sast a császári koronázási jelképekkel ruházták fel
T1758,Mindketten kapcsolatba kerültek a milánói kézilabdacsapat tagjaival
T1759,A cég nem csupán számítógépre készített játékokat
T1760,A fasiszta terror áldozata lett
T1761,Önkormányzati szinten létezik községi bíró és rendőrségi bíróság
T1762,Van katholikus és református temploma
T1763,A társulat vezetője Zrinyi Gál Vince
T1764,Nisko területe már az ókorban lakott volt
T1765,Közel félmillió magyar zsidó került Auschwitzba
T1766,A fordítást Oroszlány Balázs és Mayer Ingrid készítették
T1767,Első mérkőzésén a Kortrijk ellen rögtön gólt szerzett
T1768,Közben elhidegült feleségétől és visszaköltözött Koblenzbe
T1769,Itt részt vett az Egyetemes tizedes osztályozás bevezetésében
T1770,Azonban a munkája nagy áldozattal jár
T1771,A természetes élőhelyük szubtrópusi és trópusi esőerdők és cserjések
T1772,Tervezéseinek száma száz felett van
T1773,Ebben a mesében szokatlan teremtmények láthatóak
T1774,A filmiparban már háromszor is feldolgozták színes változatban
T1775,A nőstény decembertól áprilisig hozza világra egyetlen kicsinyét
T1776,Alkotásai között megtalálhatóak a kötött és szabad versek
T1777,Csonka Ferenc ügyvéd és Borbély Etelka fia
T1778,Magyar nyelven a Galaktika közölte néhány elbeszélését
T1779,Lathamban van általános iskola
T1780,A részt Alan Burnett írta
T1781,Hannah-t kellett eljátszania
T1782,A csatában Longinus és legatusa is életét vesztette
T1783,Hittanra azonban a Szent György téri elemibe járt
T1784,A Rogers pálya természetes gyeppel volt borítva
T1785,Alapító tagjai akkor még mind középiskolások voltak
T1786,Makovica várában uradalmához tartozott
T1787,Rákóczi Ferenc erdélyi fejedelem gyermekkorát mutatja be
T1788,Apró gerinctelenekkel és magvakkal táplálkozik
T1789,Középiskoláit Ungváron végezte el
T1790,A League of Legends egy jó játék
T1791,Apja rajztanárként dolgozott egy magániskolában
T1792,Elterjedésének északi határa Szlovákia
T1793,A változók szimbolikus nevekkel jelölhetők
T1794,Az olvadó jég vizét szárított tengeri hínárral fogták fel
T1795,Az egyik csoportosítása szerint a regionális földrajz segédtudománya
T1796,A zeneszerzője Zack Ryan
T1797,Nem sokkal sérülése előtt hároméves szerződést írt alá csapatával
T1798,Van itt a kis-honti evang
T1799,Page-ből szerveznek kirándulásokat a Patkó-kanyarhoz
T1800,Az előírások is sokat változtak
T1801,Tanulmányait a párizsi konzervatóriumban végezte
T1802,A Chiloé-szigetek tagjainak többsége az öbölben található
T1803,Ezeket ma is így nevezik
T1804,Nyugdíjba vonulása után Rudabányán élt
T1805,Az ország déli részének atlanti-óceáni partvonalán fekszik
T1806,Tavasszal és ősszel ezek a ludak vándorlásához kapcsolódtak
T1807,Ezt követően számos alkalommal külügyminiszter és három alkalommal miniszterelnök volt
T1808,Székhelye Santa Lucía
T1809,A baleset konkrét oka a mai napig ismeretlen
T1810,Welden e levél hatására megtört
T1811,A középkorban átépítették
T1812,A regény számos eleme hiányzik a filmből
T1813,A klub színei a kék fehér
T1814,A svéd jogrendszer reformja is nagy léptékkel haladt előre
T1815,Tanítás mellett gazdálkodott és több lap külső munkatársa is volt
T1816,Richárdban a Royal Shakespeare Company-val
T1817,A fennsík közepén található a motte-domb maradványa
T1818,A stadion digitális eredményjelzővel és saját megvilágítással rendelkezik
T1819,A moldvai csángók is ismerik
T1820,Luxemburg az első érmeit szerezte a téli olimpiai játékok történetében
T1821,Collie kistérség South-West régióban fekszik
T1822,Ezt követően hazatért
T1823,Az események azonban mégis az egyházszakadáshoz vezettek
T1824,A Deutsche Bahn székháza
T1825,Ezen kívül korábban énekelt az Audioslave-ban is
T1826,A forma a klasszikus szonáta-elvet követi
T1827,Életformájuk mintája kóbor ebek mindennapjai voltak
T1828,Később visszavonult a politikától és az üzleti életben tevékenykedett
T1829,Chopin-kéziratot őriz a fiókjában
T1830,Ed végül elfogadja a barátságát
T1831,A park részben társadalmi munkában épült
T1832,A Felső-Tisza-parti rendezvényen neves előadók hada lép fel évről évre
T1833,Az összes fordulót az Egyesült Királyságban rendezték meg
T1834,Az első kerékpáros nyom ebből a szempontból jól vizsgázott
T1835,Perdikkasz makedón király megkísérelte birodalmához csatolni a felső-makedóniai területeket
T1836,A Panasonic Corporation észak-amerikai név
T1837,Jenna és Barbara Bush is velük tartott
T1838,Trópusi esőerdők lombkoronájának lakói
T1839,Szaga nem jellegzetes
T1840,Két évvel később Kolozsvárra ment tanulmányai folytatására
T1841,E két Vid elnevezése később zavart okozott megkülönböztetésükben
T1842,A jelölt európai parlamenti meghallgatását meg kellett ismételni
T1843,A középkorban az erdőket a községek birtokolták
T1844,A bukaresti békében biztosította Oroszország déli határait
T1845,Rendszeresen tartott lelki-napokat gyermekek számára
T1846,A fellépés hatalmas média visszhangot keltett
T1847,Ország Ilona telepítette a sárospataki Gombos-kertet
T1848,A kegyképet az osztrák császár a Szent István-székesegyházba Bécsbe viteti
T1849,Négyévesen kezdett el táncolni
T1850,Bákó keleti szomszédjában fekvő település
T1851,Turnéi során bejárta Európát
T1852,Jelenleg a kínai élvonalban szerepel
T1853,Az alultápláltság széles körben elterjedt jelenséggé vált
T1854,Legendás a tanulók ujjainak és így fogásaiknak keménysége
T1855,Az olimpián már két számban vett részt
T1856,Az utasok nagy része kanadai állampolgár vagy portugál bevándorló volt
T1857,A városi érsek közbenjárásának köszönhetően azonban hamarosan szabadon bocsátották
T1858,Fizetős operációs rendszer
T1859,A szám hatalmas siker lett
T1860,Az állatöv fokban kifejezett szélessége nincs meghatározva
T1861,A faluban három templom is található
T1862,Apja időnként tanácsaival segítette őt a tanulásban
T1863,Az elosztott eszközökkel való kommunikáció legnagyobb része ciklikusan történik
T1864,A jégkorszakot követően alakult ki a térség mai domborzata
T1865,A vezetőedző továbbra is Josep Guardiola
T1866,Emellett a Language Learning amerikai folyóirat szerkesztője
T1867,Saját festményeire a tér és a mozgások határozott érzékeltetése jellemző
T1868,Amelynek azóta is tagja
T1869,Ide fut be a várat körbevevő árok két vége is
T1870,Kialakulása a város gyors ipari és kereskedelmi fejlődésével függött össze
T1871,Fontosabb pontjait az Alkotmány tartalmazza
T1872,Ezt követően hadnagyként szolgált a weimari herceg vérteseinél
T1873,Még így is nagyon ritka macskaféle
T1874,Az atomfegyverek ügyében felszólalt a Kongresszusban
T1875,Azonban kerüli a tengerpartok közelségét és az erdőket
T1876,Nem kell védeni
T1877,További sorsáról nincs adat
T1878,Legközelebbi rokona az Orinoco-paradicsom
T1879,A Trichogaster-fajok Ázsia déli és délkeleti részein fordulnak elő
T1880,A versenyek között felügyelőként dolgozott a Sydney-i Oran Park versenypályán
T1881,Évei így is nélkülözésben teltek
T1882,György szobortól is látható
T1883,Fülünk a hallás érzékszerve
T1884,Felesége Szabó Katalin
T1885,Ezek tükrözik a helyi szokásokat és modort
T1886,A Főiskolát egy-másfél év után elhagyta
T1887,Középen államalapító királyunk aláírása látható
T1888,A fő probléma a turisztikai létesítmények biztonsága lett
T1889,Természetes ellenségek híján azóta jelentősen elterjedt
T1890,A temetésen Karl Dönitz tengernagy is beszédet mondott
T1891,Néhány helyi gazda még ma is készít bort pincéjében
T1892,Főként nemzetgazdasági és statisztikai tanulmányokkal foglalkozott
T1893,Berlini Nemzetközi Filmfesztiválon debütált
T1894,A Dijála-völgyben helyezkedett el
T1895,A videóklipet Shane Drake rendezte
T1896,A terület élén a Ravennában székelő exarcha állt
T1897,Kilenc gyermeke született
T1898,Megindult az általa szervezett egyházmegyék püspöki székesegyházainak építése is
T1899,De dolgozik mások filmjeiben operatőrként is
T1900,Szerepelt rádiójátékokban és rendezett is
T1901,Leginkább karakterszerepeket alakít
T1902,A menta bizonyos fajaiban is megtalálható
T1903,Béla erősítette meg
T1904,Lajos oklevelében a Gellei székhez tartozó falvak között szerepel
T1905,Ezt teszik felelőssé a fájdalomért
T1906,A játék stabil és visszatérő konfigurációinak halmaza Abel-csoportként jellemezhető
T1907,Több sorozat egyes epizódjaiban is játszott
T1908,Történelmi államok esetén zárójelben szerepel a jelenkori államokhoz viszonyított elhelyezkedésük
T1909,Mácsait Szigethy Gyula karnagy követte
T1910,A kubai szocialista forradalom után a homoszexualitást törvény büntette
T1911,Mönchengladbachtól ezek a vonatok két külön vonalon haladnak
T1912,Nyár közepétől októberig virágzik
T1913,Európától a Közel-Keleten át Japánig koncertezett
T1914,János Pál pápa nevét őrzi
T1915,Az időjárás tanulmányozásával a meteorológia foglalkozik
T1916,Itt egyszerre több páros táncol
T1917,Egyik darabjában Platónt és annak tanítványait tette nevetségessé
T1918,Miller de Brassó
T1919,A középkorban alakultak ki az első falvak
T1920,Ezt a halat kedvelik a városi akváriumok
T1921,A megyeszékhely Boone
T1922,Létrejön a Faith and Order mozgalom
T1923,A nevek mellett az évszám segít a tájékozódásban
T1924,Mindehez azonban összesen csak két mérkőzésre volt szüksége
T1925,Nyakán egy sárga öv található
T1926,A Lengyel Bajnokságban kétszer végzett a góllövőlista élén
T1927,Összesen két darab készült belőle
T1928,Megosztja ezt a bárban Marshall-lal és Barneyval
T1929,Attól fogva kizárólag franciául írt
T1930,A városháza átvészelte a bombázást
T1931,A kézirat szerint pomázi barlang
T1932,A század második fele a megpróbáltatások ideje volt
T1933,A párzási időszak márciustól októberig tart
T1934,Pepper nem háztartási használatra tervezett funkcionális robot
T1935,Az alcsaládjának legnagyobb magyarországi faja
T1936,Az abszolutizmus korában a nyomda élére császári biztos került
T1937,A növényekben gazdag sekélyebb állóvizeket kedveli
T1938,Az ábrán feltüntettük a két Dandelin-gömböt
T1939,A király feldühödött és egy égig érő tornyot építtetett
T1940,A függetlenségi harcok kezdetén a katonaság a királypártiak oldalán állt
T1941,Ezután távozik Sopronból
T1942,Vitéz Kozma István vezérőrnagy meglátogatja csapatait és ellenőrzi azok ellátását
T1943,Gömöry Vilmát édesanyja vallásában keresztelték meg Hatvanban
T1944,Lemondott karmesteri állásáról és gőz erővel kezdett el komponálni
T1945,Elnyerte az Emmy-díjat is
T1946,Külön távmérők szolgálták ki a másodlagos és a légvédelmi tüzérséget
T1947,Többszörös Bundesliga gólkirály lett a Bayern mezében is
T1948,Ugyanakkor ellenérzést kelt benne sok üldöző viselkedése
T1949,Középiskolai tanulmányai elvégzése után joghallgató lett
T1950,A csapat ezen kívül a legsikeresebb brazil klubok egyike
T1951,A konzervatív értelmiségieket tömörítő Eötvös József Csoport alapító tagja
T1952,Az utóbbi években az alma legjelentősebb kártevője
T1953,A pártban is vezető beosztásokat töltött be
T1954,Sztrabón például vitatja a felsorolt nevekkel illetett népek kilétét
T1955,Frodót a teher egyre inkább megtöri
T1956,Ez a legnagyobb vulkáni hegycsoport a környéken
T1957,Két szerelmespár is van a csapatban
T1958,Emiatt védelem alatt áll
T1959,Termést a következő év tavaszán hoz
T1960,Brunszvik Teréz pedig mélyen tisztelte Beethovent
T1961,Tanulmányainak végeztével szolgálatba lépett
T1962,A futam megegyezett a lesiklás versennyel
T1963,Lausanne-i és londoni tanulmányai befejezése után Milánóban telepedett le
T1964,Természetesen ugyanígy a női énekeseknél is
T1965,A Madaras a Kárpátok külső vulkáni ívének részét képezi
T1966,A legrégebbi leletek a Kanis Ib
T1967,A magház a szárba süllyed
T1968,Elsőként az Arsenal együttese
T1969,Kázmér lengyel király diplomatája lett
T1970,Hegyeiben vasat és ezüstöt bányásztak
T1971,Budapesten és Bergenben él
T1972,Később különböző tiszti beosztásokat töltött be
T1973,A bank Franco tábornok uralma alatt szoros ellenőrzés alá került
T1974,Nem teljes a lista
T1975,Legfőképp magvakkal táplálkozik
T1976,A félsziget körüli tengerek a hajók számára veszélyesek
T1977,Az ellenzők és a támogatók is intenzív kampányt folytattak
T1978,Antiokhoszt próbálta trónra emelni
T1979,Hadtest közvetlen alakulata lett
T1980,A nemzetközi kiadásban már Captain Hollywood rappel
T1981,A francia forradalom után Vézelay-t az összeomlás veszélye fenyegette
T1982,Négyéves korában került Amerikába
T1983,Azonban ez nem felel meg a valóságnak
T1984,Lengyel katolikus családból származott
T1985,A felette tartott halotti beszédek szintén ki vannak adva
T1986,Még gyermekkorában került az osztrák fővárosba
T1987,Lampert sok királyt szolgált
T1988,A kupa győztese jogán Bulgária csapatot indíthat az Európa-ligában
T1989,A Jézer-hegység éghajlata nagyjából megegyezik a Fogarasi-havasok éghajlatával
T1990,Ulászló néven magyar királyként is uralkodott
T1991,Írásai megmaradtak az Országos Széchényi Könyvtár kézirattárában és szabadon kutathatók
T1992,A talajra rakja kavicsokból és növényi anyagokból készített fészkét
T1993,A kitört lázadás az egész városra kiterjedt
T1994,Az udvarán található üzletek a keleti bazárok hangulatát tükrözték
T1995,Az összes füzet elérhető elektronikus formában is
T1996,Ebben a szezonban harminchét mérkőzésen kilenc gólt szerzett
T1997,A dohányosok aránya általában csökken az oktatásban eltöltött évek növekedésével
T1998,Ezután a hadserege maradványai csatlakoztak a doni kozákokhoz
T1999,Mind a négy mozdony mellékvonali szolgálatban volt Hannover körzetében
T2000,Miért maradhatott meg
T2001,Hokkaidón nem él
T2002,Henrik francia király esküvője alkalmából
T2003,San Franciscoban született
T2004,Ez volt az egyetlen üdítőital a magyar piacon
T2005,A legtöbb faj életmódját kevéssé ismerjük
T2006,A színárnyalatot vizelet hozzáadásával lehetett változtatni
T2007,Még ebben az évben a Győri Kisfaludy Színházba szerződött
T2008,Kereskedelmi forgalomban általában a dinátrium-sója kapható
T2009,Göttingenben Gauss-szal közösen mérték a Föld mágneses terét
T2010,Minden víz alatti város saját védelmi haderővel rendelkezik
T2011,Ugyanebben az évben a zenekar feloszlott
T2012,Jacket Dave és Sue is édesapjuknak hitték
T2013,A szigeten oktatás folyik és környezetvédelmi kutatásokat is végeznek
T2014,Továbbá a kiválasztott jelképek néha a pajzs alakját is meghatározzák
T2015,Ez volt a klub első és eddig egyetlen bajnoki címe
T2016,A szigeten három község található
T2017,Ezzel az ötödik legcsapadékosabb nap lett a város történelmében
T2018,A törvényt viszont hamarosan hatályon kívül helyezték
T2019,César-gálán kezdték el
T2020,Már korán különös képességet mutatott a matematika és fizika iránt
T2021,Olaját is felhasználják
T2022,Uszty-Vacserga településig hajózható
T2023,Épületeinek többségét vallási célra használhatták
T2024,Összesen három mérkőzésen lépett pályára
T2025,Ezután a férfi visszaküldi őt New Englandba
T2026,Hazatérve Balassagyarmaton az állami gimnázium hittanára lett
T2027,Írországban tanult egy bentlakásos iskolában
T2028,A jelenlegi erőfeszítések fő célja a hatékonyság növelése
T2029,Vannak nálam sokkal öregebbek
T2030,Minimális egyed került idáig megfigyelésre
T2031,Középiskoláit a kolozsvári református kollégiumban végezte
T2032,Graham Hill a verseny közepén a hatodik helyen haladt
T2033,Az irányítás rövid gondolkodás után engedélyt adott
T2034,A szakadó esőben csak néhány kört tettek meg a pilóták
T2035,A száraz szavannák lakója
T2036,Sándor szerepét játszotta
T2037,Nagykárolyban a Hubay-tanítvány Orosz Rózsika tanítványa volt
T2038,Érdekességként megemlíthető még a talált andezit előfordulás
T2039,A lemezek éle finoman fogazott
T2040,A kamera megmutatja a fogvatartók arcát
T2041,Latabár Árpád is
T2042,Kilencéves korában családjával az Egyesült Államokba emigrált
T2043,Ortega szerint a szintaktikai összetettséget többdimenziósan kell mérni
T2044,A falvak helyét kiterjedt tanyavilág foglalta el
